0,1
blog_count,136
sen_count,11061
tot_word_count,713145
tot_unique_word_count,14141
tot_unique_word_count_1,2050
tot_unique_word_count_0,8352
tot_intersection_word_count,3738
tot_word_count,713145
tot_unique_word_count,14141
tot_unique_word_count_1,2050
tot_unique_word_count_0,8352
tot_intersection_word_count,3738
