selfimprovement,repository,musk,leonardo,polymath,vitruvius,feedback,elon,calendar,javascript,abuse,syria,israel,nation,assault,racism,palestinian,government,reade,syrian
0.0013110773669913849,0.0009954476304934589,0.0009711684199936185,0.000946889209493778,0.000631259472995852,0.0006069802624960115,0.0004127465784972878,0.00033990894699776643,0.00029135052599808554,0.00029135052599808554,,,,,,,,,,
,,,,,,,,,,0.001473691588518408,0.001442336448337165,0.001369174454580932,0.0010869781929497475,0.0010869781929497475,0.0009929127724060194,0.0009720093456185243,0.0009406542054372816,0.0008361370714998059,0.0007211682241685825
